year,region,10_12_public_science_humanities,10_12_public_technology,10_12_public_artistic,10_12_public_professional_CP,10_12_public_professional_AC,10_12_public_education,10_12_public_vocational,10_12_private_science_humanities,10_12_private_technology,10_12_private_artistic,10_12_private_professional_CP,10_12_private_professional_AC,10_12_private_education,10_12_private_vocational
2013 / 2014,Vila Nova de Cerveira,110.0,,,25.0,,,,56.0,,,63.0,,,
2013 / 2014,Cávado,7669.0,,78.0,2923.0,2427.0,103.0,,1555.0,,0.0,2683.0,0.0,15.0,
2013 / 2014,Amares,286.0,,,159.0,,,,0.0,,,59.0,,,
2013 / 2014,Barcelos,1889.0,,,1014.0,,,,395.0,,,517.0,,,
2013 / 2014,Braga,4246.0,,78.0,1196.0,2427.0,103.0,,1160.0,,0.0,1302.0,0.0,0.0,
2013 / 2014,Esposende,626.0,,,214.0,,,,0.0,,,209.0,,,
2013 / 2014,Terras de Bouro,89.0,,,39.0,,,,0.0,,,27.0,,,
2013 / 2014,Vila Verde,533.0,,,301.0,,,,0.0,,,569.0,,,
2013 / 2014,Ave,7185.0,,,3391.0,,,25.0,1192.0,,,2602.0,,,0.0
2013 / 2014,Cabeceiras de Basto,,,,62.0,,,,,,,86.0,,,
2013 / 2014,Fafe,982.0,,,321.0,,,,17.0,,,196.0,,,
2013 / 2014,Guimarães,3115.0,,,1135.0,,,,145.0,,,660.0,,,
2013 / 2014,Mondim de Basto,158.0,,,64.0,,,,0.0,,,0.0,,,
2013 / 2014,Póvoa de Lanhoso,373.0,,,226.0,,,,0.0,,,130.0,,,
2013 / 2014,Vieira do Minho,224.0,,,109.0,,,,0.0,,,0.0,,,
2013 / 2014,Vila Nova de Famalicão,1871.0,,,1222.0,,,25.0,694.0,,,1530.0,,,0.0
2013 / 2014,Vizela,462.0,,,252.0,,,,0.0,,,0.0,,,
2013 / 2014,Área Metropolitana do Porto,26885.0,12.0,900.0,11094.0,9532.0,,,6532.0,2445.0,108.0,7899.0,0.0,,
2013 / 2014,Arouca,415.0,,,212.0,,,,0.0,,,0.0,,,
2013 / 2014,Espinho,1112.0,,,388.0,,,,0.0,,,422.0,,,
2013 / 2014,Gondomar,2097.0,,,727.0,122.0,,,702.0,,,153.0,0.0,,
2013 / 2014,Maia,2108.0,,,550.0,233.0,,,116.0,,,139.0,0.0,,
2013 / 2014,Matosinhos,2518.0,,,820.0,148.0,,,32.0,,,662.0,0.0,,
2013 / 2014,Oliveira de Azeméis,909.0,,,693.0,,,,0.0,,,0.0,,,
2013 / 2014,Paredes,1466.0,,,492.0,126.0,,,85.0,,,0.0,0.0,,
2013 / 2014,Porto,4393.0,12.0,900.0,1663.0,6954.0,,,3768.0,108.0,108.0,3729.0,0.0,,
2013 / 2014,Póvoa de Varzim,1699.0,,,495.0,,,,74.0,,,0.0,,,
2013 / 2014,Santa Maria da Feira,1161.0,,,539.0,1748.0,,,867.0,,,439.0,0.0,,
2013 / 2014,Santo Tirso,1028.0,,,1038.0,,,,371.0,,,617.0,,,
2013 / 2014,São João da Madeira,1030.0,,,774.0,201.0,,,31.0,,,268.0,0.0,,
2013 / 2014,Trofa,530.0,,,248.0,,,,304.0,,,0.0,,,
2013 / 2014,Vale de Cambra,363.0,,,208.0,,,,0.0,,,0.0,,,
2013 / 2014,Valongo,1540.0,,,418.0,,,,51.0,,,163.0,,,
2013 / 2014,Vila do Conde,1224.0,,,438.0,,,,0.0,,,240.0,,,
2013 / 2014,Vila Nova de Gaia,3292.0,,,1391.0,,,,131.0,,,1067.0,,,
2013 / 2014,Alto Tâmega,1466.0,,,524.0,421.0,,,0.0,,,262.0,0.0,,
2013 / 2014,Boticas,,,,,,,,,,,,,,
2013 / 2014,Chaves,827.0,,,240.0,421.0,,,0.0,,,262.0,0.0,,
2013 / 2014,Montalegre,126.0,,,104.0,,,,0.0,,,0.0,,,
2013 / 2014,Ribeira de Pena,119.0,,,66.0,,,,0.0,,,0.0,,,
2013 / 2014,Valpaços,184.0,,,64.0,,,,0.0,,,0.0,,,
2013 / 2014,Vila Pouca de Aguiar,210.0,,,50.0,,,,0.0,,,0.0,,,
2013 / 2014,Tâmega e Sousa,7467.0,27.0,,4204.0,,,34.0,683.0,808.0,,872.0,,,0.0
2013 / 2014,Amarante,584.0,,,337.0,,,,473.0,,,310.0,,,
2013 / 2014,Baião,272.0,,,175.0,,,,0.0,,,0.0,,,
2013 / 2014,Castelo de Paiva,310.0,,,191.0,,,,0.0,,,0.0,,,
2013 / 2014,Celorico de Basto,249.0,,,278.0,,,,0.0,,,0.0,,,
2013 / 2014,Cinfães,319.0,,,184.0,,,,0.0,,,77.0,,,
2013 / 2014,Felgueiras,1109.0,,,635.0,,,,0.0,,,285.0,,,
2013 / 2014,Lousada,956.0,,,424.0,,,18.0,33.0,,,0.0,,,0.0
2013 / 2014,Marco de Canaveses,1044.0,27.0,,678.0,,,16.0,0.0,0.0,,71.0,,,0.0
2013 / 2014,Paços de Ferreira,1125.0,,,415.0,,,,25.0,,,129.0,,,
2013 / 2014,Penafiel,1406.0,,,734.0,,,,0.0,,,0.0,,,
2013 / 2014,Resende,93.0,,,153.0,,,,152.0,,,0.0,,,
2013 / 2014,Douro,3855.0,,,1559.0,847.0,,,186.0,,,987.0,0.0,,
2013 / 2014,Alijó,155.0,,,87.0,,,,0.0,,,0.0,,,
2013 / 2014,Armamar,60.0,,,,,,,0.0,,,,,,
2013 / 2014,Carrazeda de Ansiães,93.0,,,48.0,,,,0.0,,,75.0,,,
2013 / 2014,Freixo de Espada à Cinta,,,,22.0,,,,,,,0.0,,,
2013 / 2014,Lamego,689.0,,,274.0,,,,99.0,,,108.0,,,
2013 / 2014,Mesão Frio,67.0,,,95.0,,,,0.0,,,0.0,,,
2013 / 2014,Moimenta da Beira,317.0,,,82.0,,,,0.0,,,117.0,,,
2013 / 2014,Murça,117.0,,,37.0,,,,0.0,,,108.0,,,
2013 / 2014,Penedono,,,,,,,,,,,,,,
2013 / 2014,Peso da Régua,405.0,,,433.0,,,,0.0,,,0.0,,,
2013 / 2014,Sabrosa,72.0,,,62.0,,,,0.0,,,0.0,,,
2013 / 2014,Santa Marta de Penaguião,,,,,,,,,,,,,,
2013 / 2014,São João da Pesqueira,128.0,,,,,,,0.0,,,,,,
2013 / 2014,Sernancelhe,,,,,,,,,,,,,,
2013 / 2014,Tabuaço,86.0,,,41.0,,,,0.0,,,0.0,,,
2013 / 2014,Tarouca,136.0,,,35.0,,,,0.0,,,0.0,,,
2013 / 2014,Torre de Moncorvo,110.0,,,57.0,,,,0.0,,,0.0,,,
2013 / 2014,Vila Nova de Foz Côa,112.0,,,38.0,,,,0.0,,,0.0,,,
2013 / 2014,Vila Real,1308.0,,,248.0,847.0,,,87.0,,,252.0,0.0,,
2013 / 2014,Terras de Trás-os-Montes,1920.0,,,677.0,387.0,,,85.0,,,244.0,0.0,,
2013 / 2014,Alfândega da Fé,78.0,,,19.0,,,,0.0,,,0.0,,,
2013 / 2014,Bragança,782.0,,,167.0,387.0,,,0.0,,,146.0,0.0,,
2013 / 2014,Macedo de Cavaleiros,229.0,,,86.0,,,,0.0,,,0.0,,,
2013 / 2014,Miranda do Douro,130.0,,,53.0,,,,0.0,,,0.0,,,
2013 / 2014,Mirandela,381.0,,,287.0,,,,85.0,,,98.0,,,
2013 / 2014,Mogadouro,137.0,,,31.0,,,,0.0,,,0.0,,,
2013 / 2014,Vila Flor,93.0,,,10.0,,,,0.0,,,0.0,,,
2013 / 2014,Vimioso,,,,,,,,,,,,,,
2013 / 2014,Vinhais,90.0,,,24.0,,,,0.0,,,0.0,,,
2013 / 2014,Centro,37414.0,119.0,,15690.0,4375.0,274.0,27.0,5579.0,324.0,,12559.0,0.0,0.0,0.0
2013 / 2014,Oeste,4909.0,,,2485.0,63.0,,,1707.0,,,1966.0,0.0,,
2013 / 2014,Alcobaça,755.0,,,452.0,,,,410.0,,,160.0,,,
2013 / 2014,Alenquer,657.0,,,312.0,,,,0.0,,,0.0,,,
2013 / 2014,Arruda dos Vinhos,,,,,,,,,,,,,,
2013 / 2014,Bombarral,163.0,,,87.0,,,,0.0,,,0.0,,,
2013 / 2014,Cadaval,132.0,,,49.0,,,,0.0,,,0.0,,,
2013 / 2014,Caldas da Rainha,916.0,,,513.0,63.0,,,326.0,,,447.0,0.0,,
2013 / 2014,Lourinhã,394.0,,,129.0,,,,0.0,,,0.0,,,
2013 / 2014,Nazaré,,,,,,,,,,,,,,
2013 / 2014,Óbidos,97.0,,,41.0,,,,0.0,,,0.0,,,
2013 / 2014,Peniche,403.0,,,167.0,,,,0.0,,,0.0,,,
2013 / 2014,Sobral de Monte Agraço,116.0,,,41.0,,,,0.0,,,0.0,,,
2013 / 2014,Torres Vedras,1276.0,,,694.0,,,,342.0,,,861.0,,,
2013 / 2014,Região de Aveiro,5907.0,1.0,,2831.0,1011.0,27.0,15.0,915.0,0.0,,2012.0,0.0,0.0,0.0
2013 / 2014,Águeda,775.0,1.0,,445.0,315.0,16.0,,0.0,0.0,,0.0,0.0,0.0,
2013 / 2014,Albergaria-a-Velha,200.0,,,203.0,,,,213.0,,,249.0,,,
2013 / 2014,Anadia,349.0,,,106.0,,,,170.0,,,294.0,,,
2013 / 2014,Aveiro,2090.0,,,560.0,696.0,11.0,,0.0,,,1100.0,0.0,0.0,
2013 / 2014,Estarreja,391.0,,,373.0,,,,0.0,,,0.0,,,
2013 / 2014,Ílhavo,492.0,,,155.0,,,15.0,0.0,,,0.0,,,0.0
2013 / 2014,Murtosa,32.0,,,16.0,,,,0.0,,,0.0,,,
2013 / 2014,Oliveira do Bairro,145.0,,,140.0,,,,260.0,,,119.0,,,
2013 / 2014,Ovar,1004.0,,,312.0,,,,0.0,,,109.0,,,
2013 / 2014,Sever do Vouga,229.0,,,108.0,,,,0.0,,,0.0,,,
2013 / 2014,Vagos,200.0,,,413.0,,,,272.0,,,141.0,,,
2013 / 2014,Região de Coimbra,7539.0,25.0,,2978.0,897.0,104.0,,1129.0,0.0,,2234.0,0.0,0.0,
2013 / 2014,Arganil,176.0,,,184.0,311.0,,,0.0,,,0.0,0.0,,
2013 / 2014,Cantanhede,606.0,,,146.0,,,,165.0,,,200.0,,,
2013 / 2014,Coimbra,3269.0,,,1371.0,586.0,78.0,,831.0,,,785.0,0.0,0.0,
2013 / 2014,Condeixa-a-Nova,162.0,,,54.0,,,,0.0,,,0.0,,,
2013 / 2014,Figueira da Foz,1140.0,23.0,,329.0,,,,0.0,0.0,,287.0,,,
2013 / 2014,Góis,,,,,,,,,,,,,,
2013 / 2014,Lousã,276.0,,,128.0,,,,0.0,,,67.0,,,
2013 / 2014,Mealhada,,,,,,,,,,,,,,
2013 / 2014,Mira,183.0,,,74.0,,,,0.0,,,0.0,,,
2013 / 2014,Miranda do Corvo,181.0,2.0,,91.0,,,,0.0,0.0,,0.0,,,
2013 / 2014,Montemor-o-Velho,235.0,,,37.0,,,,0.0,,,213.0,,,
2013 / 2014,Mortágua,161.0,,,52.0,,,,0.0,,,89.0,,,
2013 / 2014,Oliveira do Hospital,412.0,,,100.0,,26.0,,0.0,,,160.0,,0.0,
2013 / 2014,Pampilhosa da Serra,,,,9.0,,,,,,,0.0,,,
2013 / 2014,Penacova,142.0,,,63.0,,,,0.0,,,106.0,,,
2013 / 2014,Penela,,,,,,,,,,,,,,
2013 / 2014,Soure,164.0,,,109.0,,,,133.0,,,22.0,,,
2013 / 2014,Tábua,134.0,,,123.0,,,,0.0,,,13.0,,,
2013 / 2014,Vila Nova de Poiares,92.0,,,96.0,,,,0.0,,,0.0,,,
2013 / 2014,Região de Leiria,4675.0,,,1909.0,540.0,56.0,12.0,758.0,,,1791.0,0.0,0.0,0.0
2013 / 2014,Alvaiázere,55.0,,,19.0,,,,0.0,,,53.0,,,
2013 / 2014,Ansião,220.0,,,48.0,,,,0.0,,,228.0,,,
2013 / 2014,Batalha,223.0,,,126.0,,,,0.0,,,0.0,,,
2013 / 2014,Castanheira de Pêra,,,,,,,,,,,,,,
2013 / 2014,Figueiró dos Vinhos,127.0,,,52.0,,,,0.0,,,0.0,,,
2013 / 2014,Leiria,2301.0,,,783.0,540.0,56.0,,182.0,,,478.0,0.0,0.0,
2013 / 2014,Marinha Grande,853.0,,,307.0,,,12.0,30.0,,,269.0,,,0.0
2013 / 2014,Pedrógão Grande,,,,,,,,,,,,,,
2013 / 2014,Pombal,618.0,,,417.0,,,,349.0,,,425.0,,,
2013 / 2014,Porto de Mós,278.0,,,157.0,,,,197.0,,,152.0,,,
2013 / 2014,Viseu Dão Lafões,5074.0,,,1868.0,644.0,30.0,,0.0,,,1514.0,0.0,0.0,
2013 / 2014,Aguiar da Beira,71.0,,,48.0,,,,0.0,,,0.0,,,
2013 / 2014,Carregal do Sal,113.0,,,52.0,,,,0.0,,,0.0,,,
2013 / 2014,Castro Daire,225.0,,,128.0,,,,0.0,,,66.0,,,
2013 / 2014,Mangualde,296.0,,,174.0,,,,0.0,,,0.0,,,
2013 / 2014,Nelas,186.0,,,114.0,,,,0.0,,,0.0,,,
2013 / 2014,Oliveira de Frades,199.0,,,132.0,,,,0.0,,,0.0,,,
2013 / 2014,Penalva do Castelo,95.0,,,120.0,,,,0.0,,,0.0,,,
2013 / 2014,Santa Comba Dão,208.0,,,59.0,,,,0.0,,,53.0,,,
2013 / 2014,São Pedro do Sul,236.0,,,128.0,,,,0.0,,,218.0,,,
2013 / 2014,Sátão,238.0,,,102.0,,,,0.0,,,0.0,,,
2013 / 2014,Tondela,494.0,,,96.0,,,,0.0,,,357.0,,,
2013 / 2014,Vila Nova de Paiva,103.0,,,40.0,,,,0.0,,,0.0,,,
2013 / 2014,Viseu,2461.0,,,621.0,644.0,30.0,,0.0,,,642.0,0.0,0.0,
2013 / 2014,Vouzela,149.0,,,54.0,,,,0.0,,,178.0,,,
2013 / 2014,Beira Baixa,1435.0,55.0,,465.0,436.0,,,34.0,0.0,,353.0,0.0,,
2013 / 2014,Castelo Branco,1111.0,55.0,,383.0,436.0,,,0.0,0.0,,256.0,0.0,,
2013 / 2014,Idanha-a-Nova,93.0,,,9.0,,,,0.0,,,97.0,,,
2013 / 2014,Oleiros,49.0,,,24.0,,,,0.0,,,0.0,,,
2013 / 2014,Penamacor,47.0,,,37.0,,,,0.0,,,0.0,,,
2013 / 2014,Proença-a-Nova,135.0,,,12.0,,,,34.0,,,0.0,,,
2013 / 2014,Vila Velha de Ródão,,,,,,,,,,,,,,
2013 / 2014,Médio Tejo,4054.0,,,1719.0,548.0,25.0,,832.0,,,1303.0,0.0,0.0,
2013 / 2014,Abrantes,782.0,,,444.0,,,,0.0,,,0.0,,,
2013 / 2014,Alcanena,176.0,,,56.0,,,,0.0,,,0.0,,,
2013 / 2014,Constância,,,,14.0,,,,,,,0.0,,,
2013 / 2014,Entroncamento,466.0,,,175.0,,,,0.0,,,219.0,,,
2013 / 2014,Ferreira do Zêzere,76.0,,,73.0,,,,0.0,,,0.0,,,
2013 / 2014,Mação,76.0,,,72.0,,,,0.0,,,0.0,,,
2013 / 2014,Ourém,442.0,,,192.0,,,,768.0,,,658.0,,,
2013 / 2014,Sardoal,63.0,,,19.0,,,,0.0,,,0.0,,,
2013 / 2014,Sertã,235.0,,,118.0,,,,64.0,,,154.0,,,
2013 / 2014,Tomar,871.0,,,369.0,548.0,25.0,,0.0,,,148.0,0.0,0.0,
2013 / 2014,Torres Novas,744.0,,,156.0,,,,0.0,,,124.0,,,
2013 / 2014,Vila de Rei,45.0,,,22.0,,,,0.0,,,0.0,,,
2013 / 2014,Vila Nova da Barquinha,78.0,,,9.0,,,,0.0,,,0.0,,,
2013 / 2014,Beiras e Serra da Estrela,3821.0,38.0,,1435.0,236.0,32.0,,204.0,0.0,,1386.0,0.0,0.0,
2013 / 2014,Almeida,107.0,,,31.0,,,,0.0,,,0.0,,,
2013 / 2014,Belmonte,63.0,,,16.0,,,,0.0,,,0.0,,,
2013 / 2014,Celorico da Beira,116.0,,,56.0,,,,0.0,,,0.0,,,
2013 / 2014,Covilhã,926.0,19.0,,518.0,,,,62.0,0.0,,82.0,,,
2013 / 2014,Figueira de Castelo Rodrigo,69.0,,,9.0,,,,0.0,,,0.0,,,
2013 / 2014,Fornos de Algodres,61.0,,,67.0,,,,0.0,,,0.0,,,
2013 / 2014,Fundão,375.0,,,242.0,,,,75.0,,,235.0,,,
2013 / 2014,Gouveia,209.0,,,83.0,,,,0.0,,,190.0,,,
2013 / 2014,Guarda,992.0,,,122.0,217.0,32.0,,0.0,,,404.0,0.0,0.0,
2013 / 2014,Manteigas,,,,,,,,,,,,,,
2013 / 2014,Mêda,57.0,,,12.0,,,,0.0,,,0.0,,,
2013 / 2014,Pinhel,155.0,,,41.0,,,,0.0,,,0.0,,,
2013 / 2014,Sabugal,123.0,,,46.0,,,,0.0,,,0.0,,,
2013 / 2014,Seia,386.0,19.0,,181.0,19.0,,,0.0,0.0,,204.0,0.0,,
2013 / 2014,Trancoso,182.0,,,11.0,,,,0.0,,,174.0,,,
2013 / 2014,Área Metropolitana de Lisboa,49166.0,20.0,1387.0,16596.0,12148.0,952.0,52.0,6559.0,0.0,10.0,10633.0,0.0,14.0,53.0
2013 / 2014,Área Metropolitana de Lisboa,49166.0,20.0,1387.0,16596.0,12148.0,952.0,52.0,6559.0,0.0,10.0,10633.0,0.0,14.0,53.0
2013 / 2014,Alcochete,485.0,,,152.0,,,21.0,0.0,,,0.0,,,0.0
2013 / 2014,Almada,3446.0,19.0,,1486.0,,,,159.0,0.0,,612.0,,,
2013 / 2014,Amadora,1899.0,,,1258.0,2721.0,222.0,,30.0,,,764.0,0.0,0.0,
2013 / 2014,Barreiro,2009.0,,,669.0,,,,0.0,,,152.0,,,
2013 / 2014,Cascais,3305.0,1.0,22.0,1158.0,345.0,60.0,,1687.0,0.0,0.0,348.0,0.0,0.0,
2013 / 2014,Lisboa,10841.0,,1365.0,3444.0,4263.0,150.0,17.0,3108.0,,10.0,5943.0,0.0,14.0,53.0
2013 / 2014,Loures,2268.0,,,881.0,,,,375.0,,,130.0,,,
2013 / 2014,Mafra,1078.0,,,298.0,,,,350.0,,,312.0,,,
2013 / 2014,Moita,601.0,,,374.0,,,,0.0,,,426.0,,,
2013 / 2014,Montijo,751.0,,,180.0,,,,0.0,,,251.0,,,
2013 / 2014,Odivelas,2753.0,,,896.0,115.0,,,186.0,,,0.0,0.0,,
2013 / 2014,Oeiras,3881.0,,,571.0,,,,159.0,,,605.0,,,
2013 / 2014,Palmela,1053.0,,,176.0,,,,197.0,,,0.0,,,
2013 / 2014,Seixal,2488.0,,,1077.0,1430.0,241.0,,87.0,,,157.0,0.0,0.0,
2013 / 2014,Sesimbra,833.0,,,302.0,,,,0.0,,,52.0,,,
2013 / 2014,Setúbal,2349.0,,,776.0,1054.0,122.0,14.0,0.0,,,377.0,0.0,0.0,0.0
2013 / 2014,Sintra,7112.0,,,1764.0,756.0,26.0,,221.0,,,504.0,0.0,0.0,
2013 / 2014,Vila Franca de Xira,2014.0,,,1134.0,1464.0,131.0,,0.0,,,0.0,0.0,0.0,
2013 / 2014,Alentejo,12096.0,1.0,,4116.0,2069.0,51.0,117.0,130.0,0.0,,3572.0,0.0,0.0,0.0
2013 / 2014,Alentejo Litoral,1275.0,,,380.0,173.0,20.0,,130.0,,,482.0,0.0,0.0,
2013 / 2014,Alcácer do Sal,167.0,,,29.0,,,,0.0,,,0.0,,,
2013 / 2014,Grândola,161.0,,,171.0,,,,0.0,,,0.0,,,
2013 / 2014,Odemira,316.0,,,24.0,,,,130.0,,,228.0,,,
2013 / 2014,Santiago do Cacém,448.0,,,93.0,173.0,20.0,,0.0,,,0.0,0.0,0.0,
2013 / 2014,Sines,183.0,,,63.0,,,,0.0,,,254.0,,,
2013 / 2014,Baixo Alentejo,1777.0,,,907.0,419.0,,,0.0,,,716.0,0.0,,
2013 / 2014,Aljustrel,112.0,,,74.0,123.0,,,0.0,,,0.0,0.0,,
2013 / 2014,Almodôvar,59.0,,,49.0,,,,0.0,,,0.0,,,
2013 / 2014,Alvito,,,,,,,,,,,,,,
2013 / 2014,Barrancos,,,,,,,,,,,,,,
2013 / 2014,Beja,852.0,,,329.0,296.0,,,0.0,,,94.0,0.0,,
2013 / 2014,Castro Verde,142.0,,,68.0,,,,0.0,,,0.0,,,
2013 / 2014,Cuba,,,,,,,,,,,,,,
2013 / 2014,Ferreira do Alentejo,36.0,,,28.0,,,,0.0,,,0.0,,,
2013 / 2014,Mértola,82.0,,,37.0,,,,0.0,,,72.0,,,
2013 / 2014,Moura,216.0,,,64.0,,,,0.0,,,136.0,,,
2013 / 2014,Ourique,50.0,,,21.0,,,,0.0,,,0.0,,,
2013 / 2014,Serpa,228.0,,,237.0,,,,0.0,,,0.0,,,
2013 / 2014,Vidigueira,,,,,,,,,,,,,,
2013 / 2014,Lezíria do Tejo,3699.0,1.0,,1342.0,698.0,,,0.0,0.0,,1510.0,0.0,,
2013 / 2014,Almeirim,261.0,,,138.0,,,,0.0,,,0.0,,,
2013 / 2014,Alpiarça,98.0,,,64.0,,,,0.0,,,0.0,,,
2013 / 2014,Azambuja,193.0,,,106.0,,,,0.0,,,0.0,,,
2013 / 2014,Benavente,402.0,,,143.0,,,,0.0,,,0.0,,,
2013 / 2014,Cartaxo,380.0,,,148.0,,,,0.0,,,0.0,,,
2013 / 2014,Chamusca,72.0,,,,,,,0.0,,,,,,
2013 / 2014,Coruche,292.0,,,19.0,,,,0.0,,,198.0,,,
2013 / 2014,Golegã,44.0,,,23.0,,,,0.0,,,0.0,,,
2013 / 2014,Rio Maior,369.0,,,133.0,,,,0.0,,,251.0,,,
2013 / 2014,Salvaterra de Magos,337.0,,,150.0,,,,0.0,,,386.0,,,
2013 / 2014,Santarém,1251.0,1.0,,418.0,698.0,,,0.0,0.0,,675.0,0.0,,
2013 / 2014,Alto Alentejo,1986.0,,,556.0,307.0,17.0,88.0,0.0,,,305.0,0.0,0.0,0.0
2013 / 2014,Alter do Chão,28.0,,,73.0,,,25.0,0.0,,,0.0,,,0.0
2013 / 2014,Arronches,,,,,,,,,,,,,,
2013 / 2014,Avis,,,,,,,,,,,,,,
2013 / 2014,Campo Maior,146.0,,,66.0,,,18.0,0.0,,,0.0,,,0.0
2013 / 2014,Castelo de Vide,,,,,,,,,,,,,,
2013 / 2014,Crato,,,,,,,,,,,,,,
2013 / 2014,Elvas,477.0,,,142.0,,,,0.0,,,0.0,,,
2013 / 2014,Fronteira,,,,,,,,,,,,,,
2013 / 2014,Gavião,,,,,,,,,,,,,,
2013 / 2014,Marvão,,,,,,,,,,,,,,
2013 / 2014,Monforte,,,,,,,,,,,,,,
2013 / 2014,Nisa,114.0,,,,,,,0.0,,,,,,
2013 / 2014,Ponte de Sor,331.0,,,89.0,63.0,17.0,26.0,0.0,,,0.0,0.0,0.0,0.0
2013 / 2014,Portalegre,890.0,,,186.0,244.0,,,0.0,,,0.0,0.0,,
2013 / 2014,Sousel,,,,,,,19.0,,,,,,,0.0
2013 / 2014,Alentejo Central,3359.0,,,931.0,472.0,14.0,29.0,0.0,,,559.0,0.0,0.0,0.0
2013 / 2014,Alandroal,,,,,,,,,,,,,,
2013 / 2014,Arraiolos,126.0,,,33.0,,,,0.0,,,0.0,,,
2013 / 2014,Borba,,,,,,,,,,,,,,
2013 / 2014,Estremoz,458.0,,,79.0,,,,0.0,,,39.0,,,
2013 / 2014,Évora,1379.0,,,359.0,472.0,14.0,14.0,0.0,,,520.0,0.0,0.0,0.0
2013 / 2014,Montemor-o-Novo,215.0,,,106.0,,,,0.0,,,0.0,,,
2013 / 2014,Mora,52.0,,,11.0,,,,0.0,,,0.0,,,
2013 / 2014,Mourão,,,,,,,15.0,,,,,,,0.0
2013 / 2014,Portel,,,,23.0,,,,,,,0.0,,,
2013 / 2014,Redondo,81.0,,,68.0,,,,0.0,,,0.0,,,
2013 / 2014,Reguengos de Monsaraz,280.0,,,103.0,,,,0.0,,,0.0,,,
2013 / 2014,Vendas Novas,284.0,,,70.0,,,,0.0,,,0.0,,,
2013 / 2014,Viana do Alentejo,127.0,,,8.0,,,,0.0,,,0.0,,,
2013 / 2014,Vila Viçosa,357.0,,,71.0,,,,0.0,,,0.0,,,
2013 / 2014,Algarve,7786.0,,46.0,4308.0,1304.0,79.0,71.0,188.0,,0.0,530.0,0.0,0.0,0.0
2013 / 2014,Algarve,7786.0,,46.0,4308.0,1304.0,79.0,71.0,188.0,,0.0,530.0,0.0,0.0,0.0
2013 / 2014,Albufeira,801.0,,,433.0,,,,0.0,,,141.0,,,
2013 / 2014,Alcoutim,,,,,,,,,,,,,,
2013 / 2014,Aljezur,,,,,,,,,,,,,,
2013 / 2014,Castro Marim,,,,,,,,,,,,,,
2013 / 2014,Faro,1476.0,,46.0,727.0,763.0,54.0,,0.0,,0.0,124.0,0.0,0.0,
2013 / 2014,Lagoa,139.0,,,194.0,,,,61.0,,,0.0,,,
2013 / 2014,Lagos,689.0,,,426.0,,8.0,,28.0,,,0.0,,0.0,
2013 / 2014,Loulé,1192.0,,,549.0,,6.0,71.0,74.0,,,145.0,,0.0,0.0
2013 / 2014,Monchique,,,,,,,,,,,,,,
2013 / 2014,Olhão,639.0,,,425.0,,,,0.0,,,0.0,,,
2013 / 2014,Portimão,1320.0,,,775.0,541.0,11.0,,0.0,,,120.0,0.0,0.0,
2013 / 2014,São Brás de Alportel,155.0,,,123.0,,,,0.0,,,0.0,,,
2013 / 2014,Silves,404.0,,,231.0,,,,25.0,,,0.0,,,
2013 / 2014,Tavira,564.0,,,183.0,,,,0.0,,,0.0,,,
2013 / 2014,Vila do Bispo,,,,,,,,,,,,,,
2013 / 2014,Vila Real de Santo António,407.0,,,242.0,,,,0.0,,,0.0,,,
2013 / 2014,Região Autónoma dos Açores,5377.0,293.0,,1127.0,539.0,,,28.0,0.0,,2005.0,52.0,,
2013 / 2014,Região Autónoma dos Açores,5377.0,293.0,,1127.0,539.0,,,28.0,0.0,,2005.0,52.0,,
2013 / 2014,Região Autónoma dos Açores,5377.0,293.0,,1127.0,539.0,,,28.0,0.0,,2005.0,52.0,,
2013 / 2014,Angra do Heroísmo,708.0,16.0,,36.0,231.0,,,0.0,0.0,,171.0,0.0,,
2013 / 2014,Calheta,76.0,,,5.0,,,,0.0,,,0.0,,,
2013 / 2014,Corvo,2.0,,,,,,,0.0,,,,,,
2013 / 2014,Horta,377.0,,,,61.0,,,0.0,,,,0.0,,
2013 / 2014,Lagoa,210.0,46.0,,163.0,,,,0.0,0.0,,10.0,,,
2013 / 2014,Lajes das Flores,,,,,,,,,,,,,,
2013 / 2014,Lajes do Pico,93.0,4.0,,,32.0,,,0.0,0.0,,,0.0,,
2013 / 2014,Madalena,128.0,,,,,,,0.0,,,,,,
2013 / 2014,Nordeste,99.0,,,18.0,,,,0.0,,,58.0,,,
2013 / 2014,Ponta Delgada,1945.0,75.0,,537.0,86.0,,,28.0,0.0,,815.0,20.0,,
2013 / 2014,Povoação,148.0,,,,29.0,,,0.0,,,,0.0,,
2013 / 2014,Ribeira Grande,381.0,59.0,,164.0,72.0,,,0.0,0.0,,138.0,0.0,,
2013 / 2014,Santa Cruz da Graciosa,83.0,3.0,,8.0,9.0,,,0.0,0.0,,0.0,0.0,,
2013 / 2014,Santa Cruz das Flores,86.0,,,,,,,0.0,,,,,,
2013 / 2014,São Roque do Pico,57.0,,,21.0,,,,0.0,,,0.0,,,
2013 / 2014,Velas,107.0,,,30.0,,,,0.0,,,98.0,,,
2013 / 2014,Vila da Praia da Vitória,461.0,65.0,,64.0,19.0,,,0.0,0.0,,230.0,0.0,,
2013 / 2014,Vila do Porto,129.0,25.0,,31.0,,,,0.0,0.0,,0.0,,,
